institution_id,institution_name,institution_created_date,researcher_id,researcher_name,researcher_comments,conference_id,conference_title,conference_date,conference_comments,registration_id,registration_fee,attendance_status
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,549,International Climate Change Summit 49,2025-10-26,Venue: Tokyo,50321,313.53,Pending
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50322,454.11,Cancelled
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50323,121.66,Pending
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50324,300.36,Cancelled
19,Stanford - Campus 19,1863-02-04,1010,Dr. K10 Smith,Specialization: Biology,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50325,222.7,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50326,466.49,Confirmed
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50327,278.44,Confirmed
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50328,472.51,Confirmed
22,IST Lisbon - Campus 22,1939-09-24,1005,Dr. F5 Smith,Specialization: Biology,504,International Future of Tech Summit 4,2025-12-06,Venue: Lisbon,50329,439.3,Cancelled
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50330,74.25,Cancelled
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50331,74.83,Pending
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50332,181.03,Cancelled
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50333,352.46,Confirmed
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50334,93.75,Cancelled
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50335,369.68,Cancelled
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50336,438.08,Cancelled
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50337,216.93,Confirmed
23,MIT - Campus 23,1910-07-13,1009,Dr. J9 Smith,Specialization: Biology,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50338,425.06,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50339,232.3,Cancelled
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50340,406.91,Pending
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50341,266.91,Cancelled
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50342,471.71,Confirmed
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50343,440.34,Cancelled
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50344,486.71,Cancelled
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50345,314.85,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50346,416.65,Pending
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,514,International Future of Tech Summit 14,2025-02-25,Venue: Tokyo,50347,471.93,Cancelled
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50348,159.31,Cancelled
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50349,209.02,Confirmed
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50350,51.53,Pending
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50351,498.86,Pending
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50352,368.56,Cancelled
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50353,449.84,Pending
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50354,219.25,Pending
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,529,International Climate Change Summit 29,2026-03-04,Venue: Berlin,50355,356.73,Cancelled
25,Oxford - Campus 25,1941-02-04,1020,Dr. U20 Smith,Specialization: Biology,520,International Global Health Summit 20,2026-09-20,Venue: Online,50356,265.36,Cancelled
9,Stanford - Campus 9,1934-04-30,1007,Dr. H7 Smith,Specialization: Biology,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50357,361.74,Pending
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,515,International Global Health Summit 15,2025-10-03,Venue: Lisbon,50358,381.08,Pending
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50359,469.3,Confirmed
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50360,222.34,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50361,79.8,Confirmed
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,516,International Global Health Summit 16,2025-02-12,Venue: Online,50362,229.05,Pending
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,549,International Climate Change Summit 49,2025-10-26,Venue: Tokyo,50363,72.49,Cancelled
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50364,81.6,Cancelled
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50365,402.82,Pending
27,Max Planck - Campus 27,1966-07-31,1014,Dr. O14 Smith,Specialization: Physics,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50366,404.84,Confirmed
35,IST Lisbon - Campus 35,1961-12-08,1022,Dr. W22 Smith,Specialization: Physics,504,International Future of Tech Summit 4,2025-12-06,Venue: Lisbon,50367,207.69,Cancelled
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50368,387.49,Cancelled
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50369,476.9,Confirmed
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50370,123.59,Confirmed
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50371,59.44,Cancelled
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50372,442.59,Confirmed
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50373,418.18,Cancelled
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50374,381.77,Cancelled
13,CERN - Campus 13,1884-04-20,1015,Dr. P15 Smith,Specialization: Biology,506,International Future of Tech Summit 6,2026-10-11,Venue: Berlin,50375,252.98,Pending
23,MIT - Campus 23,1910-07-13,1009,Dr. J9 Smith,Specialization: Biology,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50376,84.77,Confirmed
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50377,206.5,Cancelled
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50378,145.77,Confirmed
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50379,297.34,Cancelled
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,514,International Future of Tech Summit 14,2025-02-25,Venue: Tokyo,50380,342.81,Confirmed
9,Stanford - Campus 9,1934-04-30,1004,Dr. E4 Smith,Specialization: Ethics,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50381,66.15,Pending
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50382,265.47,Confirmed
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50383,73.6,Confirmed
27,Max Planck - Campus 27,1966-07-31,1014,Dr. O14 Smith,Specialization: Physics,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50384,144.93,Confirmed
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50385,181.17,Cancelled
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50386,146.92,Confirmed
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50387,382.19,Cancelled
46,Oxford - Campus 46,1853-06-30,1018,Dr. S18 Smith,Specialization: Physics,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50388,274.11,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50389,271.14,Pending
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50390,415.14,Cancelled
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,506,International Future of Tech Summit 6,2026-10-11,Venue: Berlin,50391,338.13,Cancelled
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,527,International Future of Tech Summit 27,2025-07-24,Venue: Tokyo,50392,179.91,Cancelled
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50393,443.04,Cancelled
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50394,175.5,Pending
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50395,338.51,Cancelled
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50396,299.47,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1022,Dr. W22 Smith,Specialization: Physics,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50397,363.17,Pending
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50398,300.17,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50399,376.85,Cancelled
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50400,328.48,Cancelled
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50401,384.59,Cancelled
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50402,427.06,Cancelled
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50403,97.15,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50404,337.06,Pending
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50405,479.3,Pending
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50406,295.22,Pending
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50407,350.98,Pending
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50408,209.59,Cancelled
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50409,112.86,Confirmed
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50410,459.42,Confirmed
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50411,85.28,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1022,Dr. W22 Smith,Specialization: Physics,518,International Future of Tech Summit 18,2025-06-20,Venue: Tokyo,50412,72.96,Confirmed
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50413,90.57,Cancelled
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50414,318.09,Confirmed
46,Oxford - Campus 46,1853-06-30,1031,Dr. F31 Smith,Specialization: Ethics,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50415,268.45,Confirmed
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50416,106.4,Cancelled
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,514,International Future of Tech Summit 14,2025-02-25,Venue: Tokyo,50417,484.68,Cancelled
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50418,131.59,Confirmed
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,517,International Global Health Summit 17,2025-02-23,Venue: Online,50419,53.16,Confirmed
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50420,282.82,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,527,International Future of Tech Summit 27,2025-07-24,Venue: Tokyo,50421,222.3,Confirmed
23,MIT - Campus 23,1910-07-13,1009,Dr. J9 Smith,Specialization: Biology,517,International Global Health Summit 17,2025-02-23,Venue: Online,50422,221.67,Cancelled
11,MIT - Campus 11,1970-06-27,1024,Dr. Y24 Smith,Specialization: Ethics,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50423,341.15,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,527,International Future of Tech Summit 27,2025-07-24,Venue: Tokyo,50424,73.74,Pending
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50425,318.11,Cancelled
46,Oxford - Campus 46,1853-06-30,1018,Dr. S18 Smith,Specialization: Physics,526,International Future of Tech Summit 26,2025-08-07,Venue: Berlin,50426,406.34,Confirmed
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50427,283.42,Cancelled
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,540,International Climate Change Summit 40,2025-11-20,Venue: Lisbon,50428,431.04,Pending
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50429,280.92,Pending
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50430,77.2,Cancelled
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50431,199.3,Confirmed
13,CERN - Campus 13,1884-04-20,1015,Dr. P15 Smith,Specialization: Biology,515,International Global Health Summit 15,2025-10-03,Venue: Lisbon,50432,59.28,Pending
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50433,110.05,Cancelled
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50434,454.08,Pending
44,Oxford - Campus 44,1933-05-01,1037,Dr. L37 Smith,Specialization: Physics,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50435,444.86,Confirmed
22,IST Lisbon - Campus 22,1939-09-24,1005,Dr. F5 Smith,Specialization: Biology,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50436,226.54,Cancelled
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50437,480.7,Cancelled
19,Stanford - Campus 19,1863-02-04,1010,Dr. K10 Smith,Specialization: Biology,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50438,419.45,Confirmed
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50439,315.73,Confirmed
9,Stanford - Campus 9,1934-04-30,1004,Dr. E4 Smith,Specialization: Ethics,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50440,477.59,Pending
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50441,488.96,Pending
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50442,249.17,Cancelled
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,529,International Climate Change Summit 29,2026-03-04,Venue: Berlin,50443,217.57,Pending
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50444,436.78,Pending
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50445,477.03,Pending
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50446,344.05,Pending
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50447,317.76,Confirmed
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,521,International Future of Tech Summit 21,2025-01-20,Venue: Online,50448,379.24,Confirmed
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50449,416.68,Cancelled
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,540,International Climate Change Summit 40,2025-11-20,Venue: Lisbon,50450,92.76,Cancelled
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50451,272.05,Pending
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50452,372.72,Confirmed
23,MIT - Campus 23,1910-07-13,1009,Dr. J9 Smith,Specialization: Biology,539,International Future of Tech Summit 39,2026-05-20,Venue: Online,50453,232.59,Cancelled
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50454,456.24,Cancelled
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50455,64.49,Cancelled
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50456,87.59,Confirmed
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50457,316.29,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50458,296.52,Cancelled
1,CERN - Campus 1,1855-11-22,1039,Dr. N39 Smith,Specialization: Physics,520,International Global Health Summit 20,2026-09-20,Venue: Online,50459,117.27,Cancelled
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50460,124.01,Pending
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,517,International Global Health Summit 17,2025-02-23,Venue: Online,50461,143.02,Confirmed
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50462,75.5,Cancelled
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50463,62.67,Pending
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50464,204.96,Cancelled
22,IST Lisbon - Campus 22,1939-09-24,1005,Dr. F5 Smith,Specialization: Biology,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50465,126.81,Cancelled
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,523,International Quantum Computing Summit 23,2025-08-03,Venue: Tokyo,50466,494.13,Confirmed
19,Stanford - Campus 19,1863-02-04,1010,Dr. K10 Smith,Specialization: Biology,538,International Future of Tech Summit 38,2026-01-20,Venue: Online,50467,442.64,Cancelled
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,518,International Future of Tech Summit 18,2025-06-20,Venue: Tokyo,50468,186.61,Pending
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50469,85.22,Pending
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50470,479.11,Cancelled
44,Oxford - Campus 44,1933-05-01,1037,Dr. L37 Smith,Specialization: Physics,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50471,55.66,Cancelled
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,516,International Global Health Summit 16,2025-02-12,Venue: Online,50472,303.31,Confirmed
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,515,International Global Health Summit 15,2025-10-03,Venue: Lisbon,50473,300.9,Pending
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50474,73.39,Cancelled
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50475,247.35,Cancelled
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50476,172.25,Cancelled
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50477,115.39,Cancelled
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,545,International Future of Tech Summit 45,2026-05-03,Venue: Online,50478,87.42,Pending
9,Stanford - Campus 9,1934-04-30,1004,Dr. E4 Smith,Specialization: Ethics,521,International Future of Tech Summit 21,2025-01-20,Venue: Online,50479,372.89,Pending
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50480,304.32,Confirmed
